,AAPL-BMK-MA,AAPL-MAFlat,AAPL-MAShort,AAPL-BMK-BB,AAPL-BB,CAD-BMK-MA,CAD-MAFlat,CAD-MAShort,CAD-BMK-BB,CAD-BB,EXC-BMK-MA,EXC-MAFlat,EXC-MAShort,EXC-BMK-BB,EXC-BB,FBNDX-BMK-MA,FBNDX-MAFlat,FBNDX-MAShort,FBNDX-BMK-BB,FBNDX-BB,GBP-BMK-MA,GBP-MAFlat,GBP-MAShort,GBP-BMK-BB,GBP-BB,GE-BMK-MA,GE-MAFlat,GE-MAShort,GE-BMK-BB,GE-BB,INTC-BMK-MA,INTC-MAFlat,INTC-MAShort,INTC-BMK-BB,INTC-BB,PFE-BMK-MA,PFE-MAFlat,PFE-MAShort,PFE-BMK-BB,PFE-BB,SPGSCI-BMK-MA,SPGSCI-MAFlat,SPGSCI-MAShort,SPGSCI-BMK-BB,SPGSCI-BB,SPY-BMK-MA,SPY-MAFlat,SPY-MAShort,SPY-BMK-BB,SPY-BB,VBTIX-BMK-MA,VBTIX-MAFlat,VBTIX-MAShort,VBTIX-BMK-BB,VBTIX-BB,XPT-BMK-MA,XPT-MAFlat,XPT-MAShort,XPT-BMK-BB,XPT-BB
FBNDX-BB,0.021426408581489184,0.01413817553394695,0.0011621111205472304,0.021426408581489184,-0.006909596799681382,0.08841511442225113,0.03916889071874642,-0.034516686576064125,0.08841511442225113,0.06480605999769616,0.04867200906338155,0.04283759349661001,0.011061237718512789,0.04867200906338155,0.040628592821689825,0.1153674991030581,-0.04398201273743209,-0.17798027421688675,0.1153674991030581,1.0,0.04862383833355863,0.029892502733078623,-0.011983875468150263,0.04862383833355863,0.048163729610991475,0.0367347271318963,0.07218851293418943,0.03692745906927961,0.0367347271318963,0.01295222487905562,0.0225038773555951,0.053870093674799564,0.042256056487115785,0.0225038773555951,0.01036569975689967,0.04457935861988231,0.045800823683713174,0.011651595489577138,0.04457935861988231,0.05304615044240677,0.0481554075039547,0.033266566781461754,0.0007124708570938436,0.0481554075039547,0.03802057403008083,0.08264770163588951,0.07160144418064879,0.0026859177098379956,0.08264770163588951,0.06300827228031639,0.10031612000081246,-0.0036031306532343078,-0.10576507395684533,0.10031612000081246,0.7043810291369091,0.0396179364537828,0.0188652736995826,-0.012964170647206837,0.0396179364537828,0.023998606256264605
GBP-BMK-MA,0.03440109951229515,0.026314500195233046,0.007638785263303612,0.03440109951229515,0.006927268088443274,0.4374158910267201,0.27329109070642216,-0.06134372446817101,0.4374158910267201,-0.008437714960699236,0.13856805752521625,0.05528452855045698,-0.061475897026252,0.13856805752521625,0.06581388226645234,0.08805605690568488,0.03863586078362514,-0.03311728568941716,0.08805605690568488,0.04862383833355863,1.0,0.613261246982414,-0.24831183678131927,1.0,0.07582270017541437,0.11128398649903085,0.0858994151315996,-0.02364462837290842,0.11128398649903085,0.04022593292524623,0.05258828639791658,0.05145902976889173,0.009272759592322592,0.05258828639791658,-0.0175964927759126,0.07446089588463595,0.08383792051422477,0.028469406811509494,0.07446089588463595,0.04063149158886972,0.242056050488433,0.17750396473989935,0.018698088557156486,0.242056050488433,0.03713198313572391,0.17479623682562218,0.11628607814814862,-0.03620671377448301,0.17479623682562218,0.05781114437625744,0.05553335141200414,0.01407937288842917,-0.0342222655986548,0.05553335141200414,0.02574272427598215,0.25626961445095797,0.1795489134459671,-0.002552144288473501,0.25626961445095797,0.03561114990709612
GBP-MAFlat,0.00047068202075966356,0.03780850744501055,0.059907728309118405,0.00047068202075966356,0.020316138704612637,0.2432233073780832,0.28531592491099594,0.149407287890771,0.2432233073780832,-0.05222720691407158,0.038125195133236756,0.034151856654505104,0.009496532807962749,0.038125195133236756,0.018797237356976436,0.06940679523319289,0.05001170759422758,0.001722891335054593,0.06940679523319289,0.029892502733078623,0.613261246982414,1.0,0.6128611898335972,0.613261246982414,-0.06433713446161066,0.011557344595117196,0.07025313799492151,0.06013483657977643,0.011557344595117196,0.01276317180706976,-0.007972363501665882,0.03334820894419789,0.04806221439211504,-0.007972363501665882,-0.016750033268612775,0.01174057141583034,0.0456034331551309,0.04424867807723612,0.01174057141583034,-0.016933895767265002,0.13608034230919822,0.15458341295348488,0.09102645063790292,0.13608034230919822,-0.029854394257361513,0.0321940024809603,0.08944270517603946,0.07440018846489045,0.0321940024809603,-0.01238630842237791,0.07035495981972488,0.042430697226325094,-0.006134345212878783,0.07035495981972488,0.030428139130472785,0.16402119479095403,0.17491878496013413,0.08318339173923274,0.16402119479095403,-0.0249335505921422
GBP-MAShort,-0.03383739270853445,0.020042129706101,0.06582686164836392,-0.03383739270853445,0.01798497954505872,-0.13930762816128345,0.07650252519913543,0.24459547290226052,-0.13930762816128345,-0.05560850713977254,-0.09186717166245804,-0.013423667466690313,0.07314625933588641,-0.09186717166245804,-0.04278750355266801,-0.0029727072393629546,0.022681485328488814,0.03524319253339072,-0.0029727072393629546,-0.011983875468150263,-0.24831183678131927,0.6128611898335972,1.0,-0.24831183678131918,-0.1547532112511746,-0.09715421854653161,0.0002227059847986574,0.09740108767605814,-0.09715421854653161,-0.024589455076498873,-0.06238597012248309,-0.010582229364279955,0.049665339664947634,-0.06238597012248309,-0.002938220194302824,-0.06009195292617215,-0.02794448656436941,0.02578436611847314,-0.06009195292617215,-0.06141457175635868,-0.0752672243250125,0.012001721674416427,0.09292607586182372,-0.0752672243250125,-0.07375891518335453,-0.13538338743553655,-0.006642515638441132,0.12746261660257105,-0.13538338743553655,-0.07302398158210226,0.030725574836541758,0.037950550366812726,0.026712778905209747,0.030725574836541758,0.011563116304368503,-0.055220733947329195,0.0348945264853558,0.10456621967216784,-0.055220733947329195,-0.0662027413553874
GBP-BMK-BB,0.03440109951229515,0.026314500195233046,0.007638785263303612,0.03440109951229515,0.006927268088443274,0.4374158910267201,0.27329109070642216,-0.06134372446817101,0.4374158910267201,-0.008437714960699236,0.13856805752521625,0.05528452855045698,-0.061475897026252,0.13856805752521625,0.06581388226645234,0.08805605690568488,0.03863586078362514,-0.03311728568941716,0.08805605690568488,0.04862383833355863,1.0,0.613261246982414,-0.24831183678131918,1.0,0.07582270017541437,0.11128398649903085,0.0858994151315996,-0.02364462837290842,0.11128398649903085,0.04022593292524623,0.05258828639791658,0.05145902976889173,0.009272759592322592,0.05258828639791658,-0.0175964927759126,0.07446089588463595,0.08383792051422477,0.028469406811509494,0.07446089588463595,0.04063149158886972,0.242056050488433,0.17750396473989935,0.018698088557156486,0.242056050488433,0.03713198313572391,0.17479623682562218,0.11628607814814862,-0.03620671377448301,0.17479623682562218,0.05781114437625744,0.05553335141200414,0.01407937288842917,-0.0342222655986548,0.05553335141200414,0.02574272427598215,0.25626961445095797,0.1795489134459671,-0.002552144288473501,0.25626961445095797,0.03561114990709612
GBP-BB,0.006251128098522777,-0.008789842122911718,-0.020284945019118306,0.006251128098522777,0.029838379384588207,0.025869492733970274,-0.04844447929819687,-0.09253871880838788,0.025869492733970274,0.19803685350939423,0.03189028012318521,-0.02322935944707927,-0.06427944980086414,0.03189028012318521,0.025750549938871086,-0.02712249784273555,-0.03570487755058539,-0.02366663364486029,-0.02712249784273555,0.048163729610991475,0.07582270017541437,-0.06433713446161066,-0.1547532112511746,0.07582270017541437,1.0,0.01928627184383178,0.003033717575054989,-0.016194201525418516,0.01928627184383178,0.049787363336349845,0.01074398508721343,0.005970614225292279,-0.003566524506312476,0.01074398508721343,0.002190682802021802,0.014142610125304244,0.021202465484407695,0.011888377398321655,0.014142610125304244,0.05396404683184855,0.024324472337553485,-0.003544676016837496,-0.029540612465552677,0.024324472337553485,0.09955554047043355,0.041850825919861716,0.004631454926193387,-0.03632988901917498,0.041850825919861716,0.0810519442204325,-0.048169089007970754,-0.03974147585192693,-0.01198052181424543,-0.048169089007970754,0.02786315185406659,0.014210008464651501,-0.03548556884365824,-0.0643766757298991,0.014210008464651501,0.09711884501730195
GE-BMK-MA,0.3394004214756417,0.19336553004419005,-0.030437964436154718,0.3394004214756417,0.06233790262260445,0.29670579687458176,0.17268175207796996,-0.05908184577394341,0.29670579687458176,0.06243763649148739,0.3006834758558633,0.1299203471972234,-0.11951543032367486,0.3006834758558633,0.11177307832164665,-0.17815051065388823,-0.16614922783612304,-0.05817451034920307,-0.17815051065388823,0.0367347271318963,0.11128398649903085,0.011557344595117196,-0.09715421854653161,0.11128398649903085,0.01928627184383178,1.0,0.5103531483320656,-0.4793776842429239,1.0,0.42801571714736386,0.4291146950705042,0.2303371217684237,-0.1522194965247942,0.4291146950705042,0.11073448098587396,0.40872258021977975,0.23671645705034824,-0.11810263631115066,0.40872258021977975,0.17468803876920666,0.1525058533477848,0.05453167218750846,-0.07242268224674032,0.1525058533477848,0.042287202132695406,0.6939006475012462,0.385631671241224,-0.23430171081738443,0.6939006475012462,0.3287872860347729,-0.2415044120962201,-0.1999301349009984,-0.06109427486829545,-0.2415044120962201,0.0804163232602325,0.10585049094689004,0.08542750805077134,0.01487125465047962,0.10585049094689004,0.018912632427075606
GE-MAFlat,0.19385989762520986,0.1915416928522214,0.11211795557554316,0.19385989762520986,0.013020908766190309,0.20490228241001893,0.2288440948110291,0.11001545642808502,0.20490228241001893,0.045132413629713534,0.1567032850396993,0.11436545350795163,0.0027702304565122653,0.1567032850396993,0.018059231347130493,-0.11564436803715368,-0.10950991527456602,-0.04011941038885395,-0.11564436803715368,0.07218851293418943,0.0858994151315996,0.07025313799492151,0.0002227059847986574,0.0858994151315996,0.003033717575054989,0.5103531483320656,1.0,0.5100607879868984,0.5103531483320656,0.08530468694113272,0.2251294072054496,0.28419084061489597,0.1165091531168167,0.2251294072054496,0.03683250166011973,0.21343075187378624,0.20954580036928877,0.043834311660274836,0.21343075187378624,0.031372355361308495,0.08571605244354119,0.07738205824317358,0.027964656506618488,0.08571605244354119,0.05376268261422893,0.37155036022008897,0.5181759143774001,0.24599694004841652,0.37155036022008897,0.09544432172875437,-0.15236893810040036,-0.1224210306096907,-0.03291819449660232,-0.15236893810040036,0.08823304606903751,0.10119547565980107,0.11662832704887907,0.06363276528639504,0.10119547565980107,0.025913711473947644
GE-MAShort,-0.14163157654422992,0.002066999920053926,0.14486236749313441,-0.14163157654422992,-0.04906241786194237,-0.08765940146864672,0.06082267961019303,0.1713663898501257,-0.08765940146864672,-0.01639183961706959,-0.14082577228595425,-0.013234675422064688,0.12236660091245108,-0.14082577228595425,-0.09336587041476894,0.06016941202131112,0.05442602129592157,0.01724370803837144,0.06016941202131112,0.03692745906927961,-0.02364462837290842,0.06013483657977643,0.09740108767605814,-0.02364462837290842,-0.016194201525418516,-0.4793776842429239,0.5100607879868984,1.0,-0.47937768424292393,-0.3410471671470938,-0.19945288173633322,0.05963796950838223,0.2711497514398349,-0.19945288173633322,-0.07316862467742996,-0.19099532928170074,-0.022919174700999845,0.1628601093253303,-0.19099532928170074,-0.14270725189345498,-0.06506193350097614,0.024427025322151186,0.10097569189321222,-0.06506193350097614,0.012569993686833494,-0.3148671840671568,0.14309781406382302,0.48539299014018167,-0.3148671840671568,-0.2314510555027784,0.08605804752602267,0.07503773031620795,0.02751302366744562,0.08605804752602267,0.009610769934716669,-0.0026001492863076178,0.033576437581801614,0.05006405618783699,-0.0026001492863076178,0.0075289328586396614
GE-BMK-BB,0.3394004214756417,0.19336553004419005,-0.030437964436154718,0.3394004214756417,0.06233790262260445,0.29670579687458176,0.17268175207796996,-0.05908184577394341,0.29670579687458176,0.06243763649148739,0.3006834758558633,0.1299203471972234,-0.11951543032367486,0.3006834758558633,0.11177307832164665,-0.17815051065388823,-0.16614922783612304,-0.05817451034920307,-0.17815051065388823,0.0367347271318963,0.11128398649903085,0.011557344595117196,-0.09715421854653161,0.11128398649903085,0.01928627184383178,1.0,0.5103531483320656,-0.47937768424292393,1.0,0.42801571714736386,0.4291146950705042,0.2303371217684237,-0.1522194965247942,0.4291146950705042,0.11073448098587396,0.40872258021977975,0.23671645705034824,-0.11810263631115066,0.40872258021977975,0.17468803876920666,0.1525058533477848,0.05453167218750846,-0.07242268224674032,0.1525058533477848,0.042287202132695406,0.6939006475012462,0.385631671241224,-0.23430171081738443,0.6939006475012462,0.3287872860347729,-0.2415044120962201,-0.1999301349009984,-0.06109427486829545,-0.2415044120962201,0.0804163232602325,0.10585049094689004,0.08542750805077134,0.01487125465047962,0.10585049094689004,0.018912632427075606
GE-BB,0.15966382941065288,0.04635162906120619,-0.08556371792749926,0.15966382941065288,0.1222635658267015,0.1392350589706434,0.08043055267967894,-0.02855621727429535,0.1392350589706434,0.13956322850904548,0.15238678782963022,0.009689347721481232,-0.13887069527044035,0.15238678782963022,0.13232416441900058,-0.07424820741649493,-0.05688802501783638,-0.0066629646862952085,-0.07424820741649493,0.01295222487905562,0.04022593292524623,0.01276317180706976,-0.024589455076498873,0.04022593292524623,0.049787363336349845,0.42801571714736386,0.08530468694113272,-0.3410471671470938,0.42801571714736386,1.0,0.19640317612507074,0.06574929572814729,-0.11736498136053503,0.19640317612507074,0.20095798230392267,0.18015504798072388,0.07166035306519529,-0.09217778045559034,0.18015504798072388,0.24926452012874278,0.059745619223426964,0.014672009525913477,-0.03820462830487657,0.059745619223426964,0.08033148475083307,0.32725998229277053,0.11961510794612389,-0.1846979496298341,0.32725998229277053,0.4612305367004805,-0.10814841959765992,-0.08303181181697557,-0.01752240129534867,-0.10814841959765992,0.05152850364562574,0.02066845681184954,0.0036149146994704697,-0.015565692724307325,0.02066845681184954,0.05429706804642095
INTC-BMK-MA,0.46371556901965083,0.29097785093274153,0.0011901053157316187,0.46371556901965083,0.08309222896750441,0.23213880591212138,0.13831048329554432,-0.04181218990280159,0.23213880591212138,0.06660687696162687,0.23379699172122398,0.07063974687552856,-0.13529049901628495,0.23379699172122398,0.12389914453190518,-0.1635631884329811,-0.13802088844999966,-0.0327478391780187,-0.1635631884329811,0.0225038773555951,0.05258828639791658,-0.007972363501665882,-0.06238597012248309,0.05258828639791658,0.01074398508721343,0.4291146950705042,0.2251294072054496,-0.19945288173633322,0.4291146950705042,0.19640317612507074,1.0,0.6010810494503926,-0.2774207016863504,1.0,0.24094256390371446,0.28919233588281784,0.14908578059197564,-0.10615835968183848,0.28919233588281784,0.1219677947675259,0.10859269044061935,0.043096851412135366,-0.04529858737452633,0.10859269044061935,0.012145002620984165,0.6465821297761774,0.3712741635027762,-0.20409531194471142,0.6465821297761774,0.29199638259773764,-0.21143923535652182,-0.16845749424191261,-0.04352525210675405,-0.21143923535652182,0.04965168112848131,0.07979276216991807,0.06399837619915054,0.01064626776510164,0.07979276216991807,0.026768390122393654
INTC-MAFlat,0.2986527601769983,0.31576814483061133,0.20576000126952207,0.2986527601769983,0.064288701346244,0.17796447556175557,0.18150198330301148,0.07180385860209829,0.17796447556175557,0.0320973694659592,0.1303130365739668,0.10401397764401875,0.014725725554716705,0.1303130365739668,0.03270707909135588,-0.13022065400270585,-0.09441494193648844,-0.004062278204826199,-0.13022065400270585,0.053870093674799564,0.05145902976889173,0.03334820894419789,-0.010582229364279955,0.05145902976889173,0.005970614225292279,0.2303371217684237,0.28419084061489597,0.05963796950838223,0.2303371217684237,0.06574929572814729,0.6010810494503926,1.0,0.6010664442069555,0.6010810494503926,0.07920981030029996,0.16323898439582898,0.1307599572285872,-0.0027020244064411233,0.16323898439582898,0.039425101371937665,0.07580499827486673,0.05722070473057126,0.008253165993593478,0.07580499827486673,0.027962258690545246,0.3699347759205994,0.47407396717134953,0.1950540924802241,0.3699347759205994,0.10921512927931389,-0.15880283766179165,-0.11747910263297878,-0.019005106500025366,-0.15880283766179165,0.06572351697669937,0.07736888171686347,0.08513312440859201,0.042946663208867995,0.07736888171686347,0.019847204611120522
INTC-MAShort,-0.10469480816017904,0.08862064232285563,0.2461654480719961,-0.10469480816017904,-0.005808338719253401,-0.01820097804972913,0.07988126950067836,0.1281321864735302,-0.01820097804972913,-0.028021755019004318,-0.0771436382796243,0.054400284062411416,0.15299497427219233,-0.0771436382796243,-0.08458184411964408,0.007019927887837152,0.02452131966787279,0.0278647981638474,0.007019927887837152,0.042256056487115785,0.009272759592322592,0.04806221439211504,0.049665339664947634,0.009272759592322592,-0.003566524506312476,-0.1522194965247942,0.1165091531168167,0.2711497514398349,-0.1522194965247942,-0.11736498136053503,-0.2774207016863504,0.6010664442069555,1.0,-0.2774207016863504,-0.14572334625737826,-0.09295762616002536,0.008106005417812758,0.10291156460645806,-0.09295762616002536,-0.07457435866030322,-0.01746476805584932,0.02569075575072242,0.055220800989479096,-0.01746476805584932,0.021469820666680798,-0.20187179688603962,0.1986314815343713,0.4385835170538035,-0.20187179688603962,-0.16070679976984836,0.020536396267753766,0.027231630278690373,0.020678752188836726,0.020536396267753766,0.029357540618418224,0.013215587542002735,0.038344019639765026,0.040982164254317464,0.013215587542002735,-0.0029093267954474053
INTC-BMK-BB,0.46371556901965083,0.29097785093274153,0.0011901053157316187,0.46371556901965083,0.08309222896750441,0.23213880591212138,0.13831048329554432,-0.04181218990280159,0.23213880591212138,0.06660687696162687,0.23379699172122398,0.07063974687552856,-0.13529049901628495,0.23379699172122398,0.12389914453190518,-0.1635631884329811,-0.13802088844999966,-0.0327478391780187,-0.1635631884329811,0.0225038773555951,0.05258828639791658,-0.007972363501665882,-0.06238597012248309,0.05258828639791658,0.01074398508721343,0.4291146950705042,0.2251294072054496,-0.19945288173633322,0.4291146950705042,0.19640317612507074,1.0,0.6010810494503926,-0.2774207016863504,1.0,0.24094256390371446,0.28919233588281784,0.14908578059197564,-0.10615835968183848,0.28919233588281784,0.1219677947675259,0.10859269044061935,0.043096851412135366,-0.04529858737452633,0.10859269044061935,0.012145002620984165,0.6465821297761774,0.3712741635027762,-0.20409531194471142,0.6465821297761774,0.29199638259773764,-0.21143923535652182,-0.16845749424191261,-0.04352525210675405,-0.21143923535652182,0.04965168112848131,0.07979276216991807,0.06399837619915054,0.01064626776510164,0.07979276216991807,0.026768390122393654
INTC-BB,0.13678570096186515,0.05343746513881388,-0.05138120891254805,0.13678570096186515,0.24640428906173273,0.054725954302672665,0.033668382993971624,-0.008395392747823924,0.054725954302672665,0.1358827492465029,0.06733902182035212,-0.02463205511428439,-0.10168277715684475,0.06733902182035212,0.12803054353156787,-0.042917292141159774,-0.02072604574540706,0.013444176282070478,-0.042917292141159774,0.01036569975689967,-0.0175964927759126,-0.016750033268612775,-0.002938220194302824,-0.0175964927759126,0.002190682802021802,0.11073448098587396,0.03683250166011973,-0.07316862467742996,0.11073448098587396,0.20095798230392267,0.24094256390371446,0.07920981030029996,-0.14572334625737826,0.24094256390371446,1.0,0.07197791506228532,-0.008284142755776637,-0.08215015156765765,0.07197791506228532,0.12838899009500981,0.031236210146764802,0.015704649630106916,-0.008169037138728146,0.031236210146764802,0.03410292206138459,0.17919003506582484,0.0560484021387525,-0.11238845253545666,0.17919003506582484,0.3868660110993886,-0.0698218648972595,-0.04062716452766244,0.008330866793180266,-0.0698218648972595,0.01436754387062491,0.009654753858950307,-0.0012540581422068157,-0.011430833648191887,0.009654753858950307,0.018936778057454785
PFE-BMK-MA,0.1969900305997463,0.10771535173665586,-0.024876840708458144,0.1969900305997463,0.04558279159750152,0.2220508832508935,0.11307990099871038,-0.0664453217918499,0.2220508832508935,0.07483594020348346,0.31755662567241066,0.17847802440323846,-0.06868057652406852,0.31755662567241066,0.12313253409053948,-0.10335585347070118,-0.09680088405921983,-0.034330583605875827,-0.10335585347070118,0.04457935861988231,0.07446089588463595,0.01174057141583034,-0.06009195292617215,0.07446089588463595,0.014142610125304244,0.40872258021977975,0.21343075187378624,-0.19099532928170074,0.40872258021977975,0.18015504798072388,0.28919233588281784,0.16323898439582898,-0.09295762616002536,0.28919233588281784,0.07197791506228532,1.0,0.6138774209640289,-0.24633335238940846,1.0,0.20001333848720998,0.10242996963537514,0.025024337065544695,-0.06569017451630388,0.10242996963537514,0.0311946523422922,0.5680621564640508,0.3490872313251785,-0.15201920644768085,0.5680621564640508,0.3157928397746832,-0.15229455785599796,-0.12023341308650869,-0.029681676701659762,-0.15229455785599796,0.0535580391706885,0.07419733755697976,0.057129144656911116,0.006533431770932567,0.07419733755697976,0.022564438126242925
PFE-MAFlat,0.11126072236946424,0.08939244673284054,0.03154933161484832,0.11126072236946424,-0.01128294947358748,0.1744157058122189,0.11675506820061377,-0.013749983951662104,0.1744157058122189,0.03449124636615902,0.22398257811211872,0.15019621946021097,-0.01454525088796831,0.22398257811211872,0.052306170300707604,-0.047883266464413876,-0.040373260145103854,-0.009540754659821335,-0.047883266464413876,0.045800823683713174,0.08383792051422477,0.0456034331551309,-0.02794448656436941,0.08383792051422477,0.021202465484407695,0.23671645705034824,0.20954580036928877,-0.022919174700999845,0.23671645705034824,0.07166035306519529,0.14908578059197564,0.1307599572285872,0.008106005417812758,0.14908578059197564,-0.008284142755776637,0.6138774209640289,1.0,0.6138576054092278,0.613877420964029,0.03503941288225715,0.07937521301356364,0.04725226107685106,-0.00996603296814753,0.07937521301356364,0.05316149677655437,0.32719382510223843,0.36570269092141455,0.10864242245998885,0.32719382510223843,0.12764906939475087,-0.08799585131114188,-0.04629304727612002,0.017928930968586176,-0.08799585131114188,0.047272779275374634,0.09301063632386916,0.07585188512208499,0.014179673213941455,0.09301063632386916,0.030173697661492704
PFE-MAShort,-0.06039385671417879,0.0020338547838126306,0.06361192384085616,-0.06039385671417879,-0.059436288848002373,-0.007916856510758493,0.03026357747890347,0.049565117133341684,-0.007916856510758493,-0.032490876431947695,-0.042568883982957446,0.005921450946005144,0.05082402889520437,-0.042568883982957446,-0.05891619348950283,0.044569333785278595,0.0472346242187593,0.022617620740579793,0.044569333785278595,0.011651595489577138,0.028469406811509494,0.04424867807723612,0.02578436611847314,0.028469406811509494,0.011888377398321655,-0.11810263631115066,0.043834311660274836,0.1628601093253303,-0.11810263631115066,-0.09217778045559034,-0.10615835968183848,-0.0027020244064411233,0.10291156460645806,-0.10615835968183848,-0.08215015156765765,-0.24633335238940846,0.6138576054092278,1.0,-0.24633335238940846,-0.15699770838389374,-0.004979288684196745,0.03298899667749171,0.053455689620596276,-0.004979288684196745,0.03407360741339162,-0.16636200483756575,0.09989633954324793,0.2854075831273813,-0.16636200483756575,-0.15907824087826458,0.04426088737599841,0.06339960970442177,0.05169444746590352,0.04426088737599841,0.0044799287499572476,0.03999474468620067,0.035996665287079045,0.010875492077293774,0.03999474468620067,0.01448078847795521
PFE-BMK-BB,0.1969900305997463,0.10771535173665586,-0.024876840708458144,0.1969900305997463,0.04558279159750152,0.2220508832508935,0.11307990099871038,-0.0664453217918499,0.2220508832508935,0.07483594020348346,0.31755662567241066,0.17847802440323846,-0.06868057652406852,0.31755662567241066,0.12313253409053948,-0.10335585347070118,-0.09680088405921983,-0.034330583605875827,-0.10335585347070118,0.04457935861988231,0.07446089588463595,0.01174057141583034,-0.06009195292617215,0.07446089588463595,0.014142610125304244,0.40872258021977975,0.21343075187378624,-0.19099532928170074,0.40872258021977975,0.18015504798072388,0.28919233588281784,0.16323898439582898,-0.09295762616002536,0.28919233588281784,0.07197791506228532,1.0,0.613877420964029,-0.24633335238940846,1.0,0.20001333848720998,0.10242996963537514,0.025024337065544695,-0.06569017451630388,0.10242996963537514,0.0311946523422922,0.5680621564640508,0.3490872313251785,-0.15201920644768085,0.5680621564640508,0.3157928397746832,-0.15229455785599796,-0.12023341308650869,-0.029681676701659762,-0.15229455785599796,0.0535580391706885,0.07419733755697976,0.057129144656911116,0.006533431770932567,0.07419733755697976,0.022564438126242925
